subject,trial_index,trialIndex,sentence,image,trialType,isMatch,rt_sent,rt_img,hit,list,time_elapsed,correct_response,response
zqymv7ph,198,75,"<div style=""font-size: 30px;"">There was a statue in the park.</div>","<img src=""Images/button.jpg""/>",filler,,1026,1986,true,list_4,309469,n,n
zqymv7ph,201,77,"<div style=""font-size: 30px;"">There was a lipstick in the purse.</div>","<img src=""Images/castle.jpg""/>",filler,,889,949,true,list_4,312083,n,n
zqymv7ph,204,66,"<div style=""font-size: 30px;"">There was a pen in her satchel.</div>","<img src=""Images/dice.jpg""/>",filler,,1088,1132,true,list_4,315064,n,n
zqymv7ph,207,112,"<div style=""font-size: 30px;"">There was a mayonnaise in the sandwich.</div>","<img src=""Images/tweezers.jpg""/>",filler,,824,1066,true,list_4,317716,n,n
zqymv7ph,210,32,"<div style=""font-size: 30px;"">There was a match in the box.</div>","<img src=""Images/matchburned.jpg""/>",experimental,n,886,1649,true,list_4,321015,y,y
zqymv7ph,213,116,"<div style=""font-size: 30px;"">There was a seal in the cove.</div>","<img src=""Images/brush.jpg""/>",filler,,1323,1076,true,list_4,324175,n,n
zqymv7ph,216,67,"<div style=""font-size: 30px;"">There was a hill in the village.</div>","<img src=""Images/scissors.jpg""/>",filler,,1758,959,true,list_4,327658,n,n
zqymv7ph,219,55,"<div style=""font-size: 30px;"">There was a lemon in the tree.</div>","<img src=""Images/lemon.jpg""/>",experimental,y,1775,1005,true,list_4,331205,y,y
zqymv7ph,222,74,"<div style=""font-size: 30px;"">There was a calculator on the desk.</div>","<img src=""Images/comb.jpg""/>",filler,,909,930,true,list_4,333814,n,n
zqymv7ph,225,22,"<div style=""font-size: 30px;"">There was a hose on the wall.</div>","<img src=""Images/hosewall.jpg""/>",experimental,y,792,974,true,list_4,336341,y,y
zqymv7ph,228,11,"<div style=""font-size: 30px;"">There was ice in the gutter.</div>","<img src=""Images/ice.jpg""/>",experimental,n,585,1130,true,list_4,338829,y,y
zqymv7ph,231,15,"<div style=""font-size: 30px;"">There was an umbrella in her hand.</div>","<img src=""Images/umbrellabag.jpg""/>",experimental,n,942,1390,true,list_4,341923,y,y
zqymv7ph,234,99,"<div style=""font-size: 30px;"">There was a plug by the door.</div>","<img src=""Images/bat.jpg""/>",filler,,824,1003,true,list_4,344518,n,n
zqymv7ph,237,95,"<div style=""font-size: 30px;"">There was a mug on the coaster.</div>","<img src=""Images/grater.jpg""/>",filler,,782,1003,true,list_4,347069,n,n
zqymv7ph,240,83,"<div style=""font-size: 30px;"">There was a thumbtack on the board.</div>","<img src=""Images/mango.jpg""/>",filler,,797,930,true,list_4,349564,n,n
zqymv7ph,243,92,"<div style=""font-size: 30px;"">There was a wrench in the toolbox.</div>","<img src=""Images/tambourine.jpg""/>",filler,,857,1084,true,list_4,352266,n,n
zqymv7ph,246,48,"<div style=""font-size: 30px;"">There was ketchup on the plate.</div>","<img src=""Images/ketchup.jpg""/>",experimental,y,720,1235,true,list_4,355000,y,y
zqymv7ph,249,76,"<div style=""font-size: 30px;"">There was a kayak in the river.</div>","<img src=""Images/lamppost.jpg""/>",filler,,886,1135,true,list_4,357801,n,n
zqymv7ph,252,37,"<div style=""font-size: 30px;"">There was tinfoil in the drawer.</div>","<img src=""Images/foilcrcumpled.jpg""/>",experimental,n,865,1127,true,list_4,360561,y,y
zqymv7ph,255,50,"<div style=""font-size: 30px;"">There was pineapple on the plant.</div>","<img src=""Images/pineapple.jpg""/>",experimental,y,101259,1418,true,list_4,464011,y,y
zqymv7ph,258,29,"<div style=""font-size: 30px;"">There was paint in the store.</div>","<img src=""Images/paintcan.jpg""/>",experimental,y,1405,1101,true,list_4,467292,y,y
zqymv7ph,261,60,"<div style=""font-size: 30px;"">There was a frog in the field.</div>","<img src=""Images/frogsit.jpg""/>",experimental,y,972,942,true,list_4,469983,y,y
zqymv7ph,264,36,"<div style=""font-size: 30px;"">There was an airplane in the hangar.</div>","<img src=""Images/airplanesky.jpg""/>",experimental,n,786,1092,true,list_4,472633,y,y
zqymv7ph,267,2,"<div style=""font-size: 30px;"">There was apple pie on the plate.</div>","<img src=""Images/applepie.jpg""/>",experimental,n,731,1038,true,list_4,475164,y,y
zqymv7ph,270,23,"<div style=""font-size: 30px;"">There was a hockey player on the ice.</div>","<img src=""Images/hockeyice.jpg""/>",experimental,y,593,926,true,list_4,477451,y,y
zqymv7ph,273,73,"<div style=""font-size: 30px;"">There was a polar bear in the snow.</div>","<img src=""Images/truck.jpg""/>",filler,,747,981,true,list_4,479941,n,n
zqymv7ph,276,86,"<div style=""font-size: 30px;"">There was a chair in the bedroom.</div>","<img src=""Images/cauliflower.jpg""/>",filler,,920,1027,true,list_4,482668,n,n
zqymv7ph,279,6,"<div style=""font-size: 30px;"">There was a book on the photocopier.</div>","<img src=""Images/book.jpg""/>",experimental,n,899,983,true,list_4,485324,y,y
zqymv7ph,282,93,"<div style=""font-size: 30px;"">There was a goat in the distance.</div>","<img src=""Images/dandelion.jpg""/>",filler,,602,923,true,list_4,487630,n,n
zqymv7ph,285,43,"<div style=""font-size: 30px;"">There was bread in the bakery window.</div>","<img src=""Images/breadtoast.jpg""/>",experimental,n,1079,1057,true,list_4,490533,y,y
zqymv7ph,288,20,"<div style=""font-size: 30px;"">There was a lobster in the sea.</div>","<img src=""Images/lobster.jpg""/>",experimental,y,538,991,true,list_4,492832,y,y
zqymv7ph,291,17,"<div style=""font-size: 30px;"">There was a walnut on the tree.</div>","<img src=""Images/walnut.jpg""/>",experimental,y,564,1583,true,list_4,495742,y,y
zqymv7ph,294,9,"<div style=""font-size: 30px;"">There was squid in the pasta.</div>","<img src=""Images/squid.jpg""/>",experimental,n,714,1269,true,list_4,498495,y,y
zqymv7ph,297,12,"<div style=""font-size: 30px;"">There was a shirt on the shelf.</div>","<img src=""Images/shirthanging.jpg""/>",experimental,n,465,902,true,list_4,500627,y,y
zqymv7ph,300,56,"<div style=""font-size: 30px;"">There was soap in the dish.</div>","<img src=""Images/soapbar.jpg""/>",experimental,y,486,1003,true,list_4,502893,y,y
zqymv7ph,303,64,"<div style=""font-size: 30px;"">There was a battery in the phone.</div>","<img src=""Images/screw.jpg""/>",filler,,450,1026,true,list_4,505135,n,n
zqymv7ph,306,40,"<div style=""font-size: 30px;"">There was a goose in the field.</div>","<img src=""Images/goose.jpg""/>",experimental,n,902,1558,true,list_4,508366,y,y
zqymv7ph,309,51,"<div style=""font-size: 30px;"">There was wool in the basket.</div>","<img src=""Images/woolball.jpg""/>",experimental,y,532,1070,true,list_4,510728,y,y
zqymv7ph,312,104,"<div style=""font-size: 30px;"">There was a deck in the boardgame.</div>","<img src=""Images/church.jpg""/>",filler,,916,1442,true,list_4,513850,n,n
zqymv7ph,315,102,"<div style=""font-size: 30px;"">There was a cork in the bottle.</div>","<img src=""Images/clock.jpg""/>",filler,,895,1545,true,list_4,517054,n,n
zqymv7ph,318,45,"<div style=""font-size: 30px;"">There was sugar on the table.</div>","<img src=""Images/sugar.jpg""/>",experimental,n,704,1419,true,list_4,519943,y,y
zqymv7ph,321,10,"<div style=""font-size: 30px;"">There was mushroom in the soup.</div>","<img src=""Images/mushroom.jpg""/>",experimental,n,617,1131,true,list_4,522461,y,y
zqymv7ph,324,78,"<div style=""font-size: 30px;"">There was fire on campus.</div>","<img src=""Images/papaya.jpg""/>",filler,,697,1247,true,list_4,525162,n,n
zqymv7ph,327,8,"<div style=""font-size: 30px;"">There was a sailboat on the lake.</div>","<img src=""Images/boatnosail.jpg""/>",experimental,n,670,1039,true,list_4,527636,y,y
zqymv7ph,330,28,"<div style=""font-size: 30px;"">There was an avocado in the pantry.</div>","<img src=""Images/avocado.jpg""/>",experimental,y,630,939,true,list_4,529971,y,y
zqymv7ph,333,90,"<div style=""font-size: 30px;"">There was raddish in the dish.</div>","<img src=""Images/qtip.jpg""/>",filler,,590,1403,true,list_4,532733,n,n
zqymv7ph,336,91,"<div style=""font-size: 30px;"">There was football in the stadium.</div>","<img src=""Images/apartment.jpg""/>",filler,,967,1049,true,list_4,535529,n,n
zqymv7ph,339,82,"<div style=""font-size: 30px;"">There was an ornament on the skirt.</div>","<img src=""Images/eraser.jpg""/>",filler,,713,2389,true,list_4,539387,n,n
zqymv7ph,342,120,"<div style=""font-size: 30px;"">There was a cottage in the valley.</div>","<img src=""Images/candy.jpg""/>",filler,,787,4358,true,list_4,545305,n,n
zqymv7ph,345,80,"<div style=""font-size: 30px;"">There was a hammer in the basement.</div>","<img src=""Images/cow.jpg""/>",filler,,829,1107,true,list_4,548006,n,n
zqymv7ph,348,49,"<div style=""font-size: 30px;"">There was apple in the salad.</div>","<img src=""Images/applewedges.jpg""/>",experimental,y,722,1146,true,list_4,550643,y,y
zqymv7ph,351,57,"<div style=""font-size: 30px;"">There was chicken in the coop.</div>","<img src=""Images/chicken.jpg""/>",experimental,y,1123,911,true,list_4,553441,y,y
zqymv7ph,354,96,"<div style=""font-size: 30px;"">There was a bicycle in the driveway.</div>","<img src=""Images/acorn.jpg""/>",filler,,796,1021,true,list_4,556019,n,n
zqymv7ph,357,117,"<div style=""font-size: 30px;"">There was a pitcher in the bar.</div>","<img src=""Images/spraycan.jpg""/>",filler,,730,1154,true,list_4,558668,n,n
zqymv7ph,360,25,"<div style=""font-size: 30px;"">There was a pumpkin on the cart.</div>","<img src=""Images/pumpkin.jpg""/>",experimental,y,891,1072,true,list_4,561402,y,y
zqymv7ph,363,16,"<div style=""font-size: 30px;"">There was a shoelace in the package.</div>","<img src=""Images/shoelace.jpg""/>",experimental,y,941,1057,true,list_4,564171,y,y
wzwr3r6r,6,41,"<div style=""font-size: 30px;"">There was tape on the shelf.</div>","<img src=""Images/taperoll.jpg""/>",experimental,y,2744,1145,true,list_3,103158,y,y
wzwr3r6r,9,48,"<div style=""font-size: 30px;"">There was ketchup on the table.</div>","<img src=""Images/ketchup.jpg""/>",experimental,n,2514,1557,true,list_3,107998,y,y
wzwr3r6r,12,93,"<div style=""font-size: 30px;"">There was a goat in the distance.</div>","<img src=""Images/dandelion.jpg""/>",filler,,2239,1022,true,list_3,112024,n,n
wzwr3r6r,15,28,"<div style=""font-size: 30px;"">There was an avocado in the dish.</div>","<img src=""Images/avocado.jpg""/>",experimental,n,1490,1521,true,list_3,115811,y,y
wzwr3r6r,18,33,"<div style=""font-size: 30px;"">There was spaghetti in the box.</div>","<img src=""Images/spaghettibox.jpg""/>",experimental,y,1653,1002,true,list_3,119235,y,y
wzwr3r6r,21,37,"<div style=""font-size: 30px;"">There was tinfoil in the drawer.</div>","<img src=""Images/foil.jpg""/>",experimental,y,2414,1011,true,list_3,123427,y,y
wzwr3r6r,24,56,"<div style=""font-size: 30px;"">There was soap in the dish.</div>","<img src=""Images/soaplather.jpg""/>",experimental,n,919,1488,true,list_3,126610,y,y
wzwr3r6r,27,110,"<div style=""font-size: 30px;"">There was a kettle in the kitchen.</div>","<img src=""Images/measuringtape.jpg""/>",filler,,1229,1169,true,list_3,129781,n,n
wzwr3r6r,30,10,"<div style=""font-size: 30px;"">There was mushroom in the soup.</div>","<img src=""Images/mushroomsliced.jpg""/>",experimental,y,769,1176,true,list_3,132492,y,y
wzwr3r6r,33,104,"<div style=""font-size: 30px;"">There was a deck in the boardgame.</div>","<img src=""Images/church.jpg""/>",filler,,2359,928,true,list_3,136555,n,n
wzwr3r6r,36,68,"<div style=""font-size: 30px;"">There was a tent in the shadow.</div>","<img src=""Images/peanut.jpg""/>",filler,,1263,909,true,list_3,139501,n,n
wzwr3r6r,39,72,"<div style=""font-size: 30px;"">There was a pencil in the cup.</div>","<img src=""Images/hairdryer.jpg""/>",filler,,1115,821,true,list_3,142206,n,n
wzwr3r6r,42,30,"<div style=""font-size: 30px;"">There was a tissue in the trashcan.</div>","<img src=""Images/tissue.jpg""/>",experimental,n,1130,1288,true,list_3,145401,y,y
wzwr3r6r,45,88,"<div style=""font-size: 30px;"">There was a pot on the stove.</div>","<img src=""Images/rose.jpg""/>",filler,,860,1068,true,list_3,148101,n,n
wzwr3r6r,48,44,"<div style=""font-size: 30px;"">There was a cigarette in the box.</div>","<img src=""Images/cigarette.jpg""/>",experimental,y,693,872,true,list_3,150435,y,y
wzwr3r6r,51,100,"<div style=""font-size: 30px;"">There was a carriage on the highway.</div>","<img src=""Images/orange.jpg""/>",filler,,1354,888,true,list_3,153448,n,n
wzwr3r6r,54,84,"<div style=""font-size: 30px;"">There was a surfboard in the river.</div>","<img src=""Images/cookinggrill.jpg""/>",filler,,2385,898,true,list_3,157495,n,n
wzwr3r6r,57,114,"<div style=""font-size: 30px;"">There was a skier in the mountain.</div>","<img src=""Images/mangocut.jpg""/>",filler,,1147,862,true,list_3,160273,n,n
wzwr3r6r,60,5,"<div style=""font-size: 30px;"">There was tomato on the pizza.</div>","<img src=""Images/tomatoslice.jpg""/>",experimental,y,900,883,true,list_3,162832,y,y
wzwr3r6r,63,2,"<div style=""font-size: 30px;"">There was apple pie on the plate.</div>","<img src=""Images/applepieslice.jpg""/>",experimental,y,2220,823,true,list_3,166642,y,y
wzwr3r6r,66,66,"<div style=""font-size: 30px;"">There was a pen in her satchel.</div>","<img src=""Images/dice.jpg""/>",filler,,864,832,true,list_3,169112,n,n
wzwr3r6r,69,94,"<div style=""font-size: 30px;"">There was chimney on the roof.</div>","<img src=""Images/fountain.jpg""/>",filler,,806,850,true,list_3,171539,n,n
wzwr3r6r,72,75,"<div style=""font-size: 30px;"">There was a statue in the park.</div>","<img src=""Images/button.jpg""/>",filler,,610,673,true,list_3,173596,n,n
wzwr3r6r,75,98,"<div style=""font-size: 30px;"">There was milk in the jar.</div>","<img src=""Images/strawberry.jpg""/>",filler,,679,696,true,list_3,175749,n,n
wzwr3r6r,78,27,"<div style=""font-size: 30px;"">There was an eagle in the sky.</div>","<img src=""Images/eaglesit.jpg""/>",experimental,n,798,725,true,list_3,178033,y,y
wzwr3r6r,81,29,"<div style=""font-size: 30px;"">There was paint in the drawing.</div>","<img src=""Images/paintcan.jpg""/>",experimental,n,382,897,true,list_3,180082,y,y
wzwr3r6r,84,8,"<div style=""font-size: 30px;"">There was a sailboat on the lake.</div>","<img src=""Images/boat.jpg""/>",experimental,y,1285,772,true,list_3,182910,y,y
wzwr3r6r,87,97,"<div style=""font-size: 30px;"">There was a pyramid by the museum.</div>","<img src=""Images/couch.jpg""/>",filler,,1405,936,true,list_3,186028,n,n
wzwr3r6r,90,24,"<div style=""font-size: 30px;"">There was a scarf on the floor.</div>","<img src=""Images/scarfhanging.jpg""/>",experimental,n,859,853,true,list_3,188511,y,y
wzwr3r6r,93,82,"<div style=""font-size: 30px;"">There was an ornament on the skirt.</div>","<img src=""Images/eraser.jpg""/>",filler,,839,1135,true,list_3,191256,n,n
wzwr3r6r,96,62,"<div style=""font-size: 30px;"">There was a tiger in the steppe.</div>","<img src=""Images/elephant.jpg""/>",filler,,630,970,true,list_3,193625,n,n
wzwr3r6r,99,106,"<div style=""font-size: 30px;"">There was a hippo in the zoo.</div>","<img src=""Images/crane.jpg""/>",filler,,616,909,true,list_3,195923,n,n
wzwr3r6r,102,36,"<div style=""font-size: 30px;"">There was an airplane in the hangar.</div>","<img src=""Images/airplanewheels.jpg""/>",experimental,y,345,972,true,list_3,198003,y,y
wzwr3r6r,105,3,"<div style=""font-size: 30px;"">There was a towel on the rack.</div>","<img src=""Images/towelhanging.jpg""/>",experimental,y,572,785,true,list_3,200127,y,y
wzwr3r6r,108,18,"<div style=""font-size: 30px;"">There was cheesecake for the guest.</div>","<img src=""Images/cheesecake.jpg""/>",experimental,n,566,1450,true,list_3,202913,y,y
wzwr3r6r,111,76,"<div style=""font-size: 30px;"">There was a kayak in the river.</div>","<img src=""Images/lamppost.jpg""/>",filler,,1404,801,true,list_3,205893,n,n
wzwr3r6r,114,16,"<div style=""font-size: 30px;"">There was a shoelace in the sneaker.</div>","<img src=""Images/shoelace.jpg""/>",experimental,n,843,773,true,list_3,208274,y,y
wzwr3r6r,117,87,"<div style=""font-size: 30px;"">There was a blueberry in the cereal.</div>","<img src=""Images/cushion.jpg""/>",filler,,801,741,true,list_3,210589,n,n
wzwr3r6r,120,47,"<div style=""font-size: 30px;"">There was a horse in the stable.</div>","<img src=""Images/horserunning.jpg""/>",experimental,n,964,643,true,list_3,212953,y,y
wzwr3r6r,123,20,"<div style=""font-size: 30px;"">There was a lobster in the salad.</div>","<img src=""Images/lobster.jpg""/>",experimental,n,548,663,true,list_3,214943,y,y
wzwr3r6r,126,91,"<div style=""font-size: 30px;"">There was football in the stadium.</div>","<img src=""Images/apartment.jpg""/>",filler,,363,754,true,list_3,216835,n,n
wzwr3r6r,129,61,"<div style=""font-size: 30px;"">There was a monkey on the beach.</div>","<img src=""Images/pawn.jpg""/>",filler,,450,624,true,list_3,218686,n,n
wzwr3r6r,132,51,"<div style=""font-size: 30px;"">There was wool in the basket.</div>","<img src=""Images/woolknit.jpg""/>",experimental,n,473,805,true,list_3,220738,y,y
wzwr3r6r,135,21,"<div style=""font-size: 30px;"">There was a lime in the Corona bottle.</div>","<img src=""Images/lime.jpg""/>",experimental,n,3095,1391,true,list_3,225996,y,y
wzwr3r6r,138,89,"<div style=""font-size: 30px;"">There was a snake in the grass.</div>","<img src=""Images/plunger.jpg""/>",filler,,550,767,true,list_3,228089,n,n
wzwr3r6r,141,77,"<div style=""font-size: 30px;"">There was a lipstick in the purse.</div>","<img src=""Images/castle.jpg""/>",filler,,1702,710,true,list_3,231264,n,n
wzwr3r6r,144,54,"<div style=""font-size: 30px;"">There was wheat in the field.</div>","<img src=""Images/wheatpieces.jpg""/>",experimental,n,539,1547,false,list_3,234123,y,n
wzwr3r6r,147,103,"<div style=""font-size: 30px;"">There was a flower in the vase.</div>","<img src=""Images/squeegee.jpg""/>",filler,,587,775,true,list_3,236259,n,n
wzwr3r6r,150,109,"<div style=""font-size: 30px;"">There was a chessboard in the classroom.</div>","<img src=""Images/bridge.jpg""/>",filler,,572,781,true,list_3,238379,n,n
wzwr3r6r,153,22,"<div style=""font-size: 30px;"">There was a hose on the lawn.</div>","<img src=""Images/hosewall.jpg""/>",experimental,n,378,737,true,list_3,240270,y,y
wzwr3r6r,156,95,"<div style=""font-size: 30px;"">There was a mug on the coaster.</div>","<img src=""Images/grater.jpg""/>",filler,,1955,896,true,list_3,243895,n,n
wzwr3r6r,159,42,"<div style=""font-size: 30px;"">There was cucumber in the fridge.</div>","<img src=""Images/cucumbersliced.jpg""/>",experimental,y,478,987,true,list_3,246133,y,y
wzwr3r6r,162,118,"<div style=""font-size: 30px;"">There was a dart in his hand.</div>","<img src=""Images/cheesslice.jpg""/>",filler,,515,833,true,list_3,248252,n,n
wzwr3r6r,165,102,"<div style=""font-size: 30px;"">There was a cork in the bottle.</div>","<img src=""Images/clock.jpg""/>",filler,,358,726,true,list_3,250103,n,n
wzwr3r6r,168,17,"<div style=""font-size: 30px;"">There was a walnut on the brownie.</div>","<img src=""Images/walnut.jpg""/>",experimental,n,533,1431,true,list_3,252835,y,y
wzwr3r6r,171,7,"<div style=""font-size: 30px;"">There was a lamp on the table.</div>","<img src=""Images/lamptable.jpg""/>",experimental,y,1223,667,true,list_3,255486,y,y
wzwr3r6r,174,14,"<div style=""font-size: 30px;"">There was a zodiac in the garage.</div>","<img src=""Images/zodiacdeflated.jpg""/>",experimental,y,376,1587,false,list_3,258221,y,n
wzwr3r6r,177,34,"<div style=""font-size: 30px;"">There was a coat on the rack.</div>","<img src=""Images/coatrack.jpg""/>",experimental,y,588,2264,true,list_3,261839,y,y
wzwr3r6r,180,81,"<div style=""font-size: 30px;"">There was a mannequin in the shop.</div>","<img src=""Images/axe.jpg""/>",filler,,2222,787,true,list_3,265614,n,n
wzwr3r6r,183,31,"<div style=""font-size: 30px;"">There was a balloon in the pack.</div>","<img src=""Images/balloondeflated.jpg""/>",experimental,y,599,849,true,list_3,267829,y,y
wzwr3r6r,186,112,"<div style=""font-size: 30px;"">There was a mayonnaise in the sandwich.</div>","<img src=""Images/tweezers.jpg""/>",filler,,825,795,true,list_3,270219,n,n
wzwr3r6r,189,38,"<div style=""font-size: 30px;"">There was a carrot in the garden.</div>","<img src=""Images/carrot.jpg""/>",experimental,y,605,705,true,list_3,272294,y,y
wzwr3r6r,192,58,"<div style=""font-size: 30px;"">There was watermelon in the garden.</div>","<img src=""Images/watermelonslice.jpg""/>",experimental,n,458,630,true,list_3,274160,y,y
wzwr3r6r,195,6,"<div style=""font-size: 30px;"">There was a book on the photocopier.</div>","<img src=""Images/bookdown.jpg""/>",experimental,y,379,669,true,list_3,275983,y,y
wzwr3r6r,198,45,"<div style=""font-size: 30px;"">There was sugar on the table.</div>","<img src=""Images/sugardispenser.jpg""/>",experimental,y,473,2355,false,list_3,279581,y,n
wzwr3r6r,201,90,"<div style=""font-size: 30px;"">There was raddish in the dish.</div>","<img src=""Images/qtip.jpg""/>",filler,,4639,863,true,list_3,285851,n,n
wzwr3r6r,204,4,"<div style=""font-size: 30px;"">There was an owl in the sky.</div>","<img src=""Images/owlsky.jpg""/>",experimental,y,745,680,true,list_3,288036,y,y
wzwr3r6r,207,119,"<div style=""font-size: 30px;"">There was a guitar on the stage.</div>","<img src=""Images/candle.jpg""/>",filler,,778,721,true,list_3,290311,n,n
wzwr3r6r,210,65,"<div style=""font-size: 30px;"">There was a doll on the bench.</div>","<img src=""Images/crate.jpg""/>",filler,,488,642,true,list_3,292215,n,n
wzwr3r6r,213,57,"<div style=""font-size: 30px;"">There was chicken in the coop.</div>","<img src=""Images/chickenoven.jpg""/>",experimental,n,630,1409,true,list_3,295026,y,y
wzwr3r6r,216,55,"<div style=""font-size: 30px;"">There was a lemon in the tree.</div>","<img src=""Images/lemonslice.jpg""/>",experimental,n,424,1556,true,list_3,297783,y,y
wzwr3r6r,219,11,"<div style=""font-size: 30px;"">There was ice in the gutter.</div>","<img src=""Images/icicles.jpg""/>",experimental,y,1238,908,true,list_3,300693,y,y
wzwr3r6r,222,46,"<div style=""font-size: 30px;"">There was a newspaper on the driveway.</div>","<img src=""Images/newspaperrack.jpg""/>",experimental,n,1967,698,true,list_3,304136,y,y
wzwr3r6r,225,117,"<div style=""font-size: 30px;"">There was a pitcher in the bar.</div>","<img src=""Images/spraycan.jpg""/>",filler,,561,970,true,list_3,306430,n,n
wzwr3r6r,228,116,"<div style=""font-size: 30px;"">There was a seal in the cove.</div>","<img src=""Images/brush.jpg""/>",filler,,1731,1127,true,list_3,310058,n,n
wzwr3r6r,231,71,"<div style=""font-size: 30px;"">There was a skateboard on the ground.</div>","<img src=""Images/bus.jpg""/>",filler,,880,757,true,list_3,312470,n,n
wzwr3r6r,234,78,"<div style=""font-size: 30px;"">There was fire on campus.</div>","<img src=""Images/papaya.jpg""/>",filler,,426,729,true,list_3,314401,n,n
wzwr3r6r,237,67,"<div style=""font-size: 30px;"">There was a hill in the village.</div>","<img src=""Images/scissors.jpg""/>",filler,,1528,502,true,list_3,317206,n,n
wzwr3r6r,240,86,"<div style=""font-size: 30px;"">There was a chair in the bedroom.</div>","<img src=""Images/cauliflower.jpg""/>",filler,,888,629,true,list_3,319501,n,n
wzwr3r6r,243,108,"<div style=""font-size: 30px;"">There was a cap on the head.</div>","<img src=""Images/car.jpg""/>",filler,,688,929,true,list_3,321890,n,n
wzwr3r6r,246,53,"<div style=""font-size: 30px;"">There was onion in the basket.</div>","<img src=""Images/onionslice.jpg""/>",experimental,n,1881,1096,true,list_3,325634,y,y
wzwr3r6r,249,115,"<div style=""font-size: 30px;"">There was a lounge in the garden.</div>","<img src=""Images/racquetballracket.jpg""/>",filler,,915,676,true,list_3,327990,n,n
wzwr3r6r,252,120,"<div style=""font-size: 30px;"">There was a cottage in the valley.</div>","<img src=""Images/candy.jpg""/>",filler,,1678,644,true,list_3,331083,n,n
wzwr3r6r,255,79,"<div style=""font-size: 30px;"">There was a pepper in the pastry.</div>","<img src=""Images/padlock.jpg""/>",filler,,868,623,true,list_3,333348,n,n
wzwr3r6r,258,15,"<div style=""font-size: 30px;"">There was an umbrella in her hand.</div>","<img src=""Images/umbrellahand.jpg""/>",experimental,y,941,739,true,list_3,335802,y,y
wzwr3r6r,261,35,"<div style=""font-size: 30px;"">There was a fish in the pond.</div>","<img src=""Images/fish.jpg""/>",experimental,y,587,737,true,list_3,337896,y,y
wzwr3r6r,264,52,"<div style=""font-size: 30px;"">There was a map in the glove compartment.</div>","<img src=""Images/mapwall.jpg""/>",experimental,n,1309,758,true,list_3,340745,y,y
wzwr3r6r,267,13,"<div style=""font-size: 30px;"">There was a staple in the article.</div>","<img src=""Images/staplepaper.jpg""/>",experimental,y,1349,1623,true,list_3,344492,y,y
wzwr3r6r,270,1,"<div style=""font-size: 30px;"">There was corn in the cooking pot.</div>","<img src=""Images/cornpieces.jpg""/>",experimental,y,1067,929,true,list_3,347266,y,y
wzwr3r6r,273,80,"<div style=""font-size: 30px;"">There was a hammer in the basement.</div>","<img src=""Images/cow.jpg""/>",filler,,944,749,true,list_3,349719,n,n
wzwr3r6r,276,12,"<div style=""font-size: 30px;"">There was a shirt on the shelf.</div>","<img src=""Images/shirtfolded.jpg""/>",experimental,y,486,782,true,list_3,351752,y,y
wzwr3r6r,279,19,"<div style=""font-size: 30px;"">There was a swiss knife in his hand.</div>","<img src=""Images/swissknifeclosed.jpg""/>",experimental,n,711,696,true,list_3,353932,y,y
wzwr3r6r,282,9,"<div style=""font-size: 30px;"">There was squid in the pasta.</div>","<img src=""Images/squidcooked.jpg""/>",experimental,y,511,2441,true,list_3,357660,y,y
wzwr3r6r,285,64,"<div style=""font-size: 30px;"">There was a battery in the phone.</div>","<img src=""Images/screw.jpg""/>",filler,,625,829,true,list_3,359883,n,n
wzwr3r6r,288,43,"<div style=""font-size: 30px;"">There was bread in the bakery window.</div>","<img src=""Images/breadloaf.jpg""/>",experimental,y,1019,728,true,list_3,362392,y,y
wzwr3r6r,291,111,"<div style=""font-size: 30px;"">There was a blanket in the armchair.</div>","<img src=""Images/pan.jpg""/>",filler,,489,711,true,list_3,364367,n,n
wzwr3r6r,294,25,"<div style=""font-size: 30px;"">There was a pumpkin on the porch.</div>","<img src=""Images/pumpkin.jpg""/>",experimental,n,510,686,true,list_3,366335,y,y
wzwr3r6r,297,60,"<div style=""font-size: 30px;"">There was a frog in the field.</div>","<img src=""Images/frogswim.jpg""/>",experimental,n,599,591,true,list_3,368301,y,y
wzwr3r6r,300,73,"<div style=""font-size: 30px;"">There was a polar bear in the snow.</div>","<img src=""Images/truck.jpg""/>",filler,,762,843,true,list_3,370684,n,n
wzwr3r6r,303,49,"<div style=""font-size: 30px;"">There was an apple in the bowl.</div>","<img src=""Images/applewedges.jpg""/>",experimental,n,1047,1497,true,list_3,373982,y,y
wzwr3r6r,306,101,"<div style=""font-size: 30px;"">There was salt on the table.</div>","<img src=""Images/shed.jpg""/>",filler,,831,769,true,list_3,376348,n,n
wzwr3r6r,309,105,"<div style=""font-size: 30px;"">There was a whistle in the gym.</div>","<img src=""Images/safetypin.jpg""/>",filler,,469,773,true,list_3,378359,n,n
wzwr3r6r,312,99,"<div style=""font-size: 30px;"">There was a plug by the door.</div>","<img src=""Images/bat.jpg""/>",filler,,442,579,true,list_3,380151,n,n
wzwr3r6r,315,96,"<div style=""font-size: 30px;"">There was a bicycle in the driveway.</div>","<img src=""Images/acorn.jpg""/>",filler,,447,520,true,list_3,381874,n,n
wzwr3r6r,318,92,"<div style=""font-size: 30px;"">There was a wrench in the toolbox.</div>","<img src=""Images/tambourine.jpg""/>",filler,,503,665,true,list_3,383814,n,n
wzwr3r6r,321,39,"<div style=""font-size: 30px;"">There was a banana on the counter.</div>","<img src=""Images/banana.jpg""/>",experimental,y,473,673,true,list_3,385730,y,y
